Price,Close,High,Low,Open,Volume
Ticker,CRM,CRM,CRM,CRM,CRM
Date,,,,,
2020-01-02,164.57379150390625,164.6526357714122,161.21312791174583,161.54820477014138,5189300
2020-01-03,163.765625,164.35694940048623,162.6125559532556,162.67168538570337,3205400
2020-01-06,170.9403076171875,171.15712558781203,162.07053076147633,162.61257568803768,8836200
2020-01-07,173.45343017578125,174.31083720596507,169.60000093036797,170.72350550157716,8272700
2020-01-08,174.76419067382812,176.26220180423167,172.2215192291459,172.69456983527053,7225100
2020-01-09,177.00132751464844,177.29697470723846,174.72473886566505,176.25231452540507,5952900
2020-01-10,177.59263610839844,178.06568665233888,176.10449010662455,177.2378444409417,5111800
2020-01-13,181.18984985351562,181.78115933113554,178.5092047818854,178.63731356446579,6202600
2020-01-14,179.48486328125,181.18984238119103,179.4060190132175,180.84490058829957,4342300
2020-01-15,178.44020080566406,180.44082708809714,178.00656485593362,179.05122507773535,3886600
2020-01-16,180.046630859375,180.46055200599037,178.34166672350543,179.59328005803027,3485300
2020-01-17,179.59329223632812,180.68723214013752,178.7358851629128,180.57882313929125,4577000
2020-01-21,182.58929443359375,183.3087277026451,178.873839129194,178.88368902345266,6302400
2020-01-22,180.10574340820312,183.74235425847704,180.046613969663,182.70754397000798,4781800
2020-01-23,181.31793212890625,181.63330916793703,178.67671709804551,180.55908432499763,4369000
2020-01-24,179.47500610351562,183.43684394283235,178.50919017582353,182.3231893793265,4653600
2020-01-27,178.09527587890625,179.10050645847772,174.73461227208648,176.18334373806437,4239400
2020-01-28,180.20431518554688,181.19969589306785,177.7404881528651,178.51905087846956,3445300
2020-01-29,179.1399383544922,181.43622693110103,178.99209971117008,181.33766783555296,2785500
2020-01-30,182.98348999023438,183.24958749965654,177.9277125012411,178.28250416780213,3715700
2020-01-31,179.672119140625,183.33829494820586,178.1741081023215,182.18522570779027,4193300
2020-02-03,182.7371063232422,183.18059214455658,179.2187694336088,180.60835633532648,4755200
2020-02-04,185.61485290527344,186.9453253975619,183.94930357602527,185.27977606831374,3983200
2020-02-05,182.80612182617188,187.79290549506615,180.21417089203612,187.64506684553325,6162700
2020-02-06,184.02818298339844,184.8461754449029,181.57422063689333,184.12674208979976,4102700
2020-02-07,183.0327911376953,185.9203893174086,182.96379675977363,184.14644581323353,3713100
2020-02-10,186.38357543945312,186.53141407857316,182.87508828496016,183.4762626595001,3873500
2020-02-11,186.3737335205078,189.81324148766322,185.92038272768235,188.70943674609086,4299200
2020-02-12,186.7186737060547,187.7633339576042,184.0675934235337,186.96505640832606,4535400
2020-02-13,185.9105224609375,188.2856552079964,185.6937044901185,185.7725487556896,3132100
2020-02-14,187.20156860351562,187.4972308450381,185.3783456838052,186.61025915847696,3599400
2020-02-18,188.32510375976562,188.72917505438275,186.18650342402375,188.18713002965353,4957000
2020-02-19,190.07933044433594,191.11414084561875,189.02482025339592,189.22192341601945,3903200
2020-02-20,190.56222534179688,192.88807850013885,187.02417357846483,191.19296441670286,5451200
2020-02-21,186.75807189941406,189.26131331764952,184.0182976941148,189.06421018076574,5242100
2020-02-24,183.24960327148438,184.44208714366687,176.20304887819708,176.20304887819708,8463300
2020-02-25,178.64715576171875,187.23111981249343,176.83376782897875,185.74297385616302,11361100
2020-02-26,176.2819061279297,180.0269265312508,171.72875821161222,173.9856173412565,13923100
