Price,Close,High,Low,Open,Volume
Ticker,NEE,NEE,NEE,NEE,NEE
Date,,,,,
2020-01-02,51.08597183227539,52.169262830679585,50.94253243789602,51.80317207091466,7884800
2020-01-03,51.449920654296875,51.672571995932145,50.98320447652953,51.08810936574022,7097200
2020-01-06,51.706825256347656,51.938041987744704,51.47132582620011,51.53127054173912,5518800
2020-01-07,51.66187286376953,51.85455513564546,51.41781126612067,51.52913858319949,6653200
2020-01-08,51.63831329345703,52.01296938552547,51.59549610771187,51.73893547666619,5936000
2020-01-09,52.04294967651367,52.199237165086295,51.49488177523852,51.5205714372538,6958000
2020-01-10,52.14142608642578,52.387627363379316,52.064353842613386,52.199231085970574,5125600
2020-01-13,52.751590728759766,52.84365080642398,52.03439368994673,52.03439368994673,5879600
2020-01-14,53.03631591796875,53.05130372981177,52.62312533532861,52.71518212210638,8252800
2020-01-15,53.860565185546875,53.991159737569845,53.21187512442652,53.218297539547144,6397200
2020-01-16,54.00828552246094,54.01684765343117,53.59509165150706,53.7107016534287,7914400
2020-01-17,54.250205993652344,54.32513852590218,53.82417054479475,54.029694362650126,9354000
2020-01-21,54.997379302978516,55.08515012803249,54.123891683150795,54.38508077598856,11486400
2020-01-22,55.64178466796875,55.83018421912733,55.16222692573545,55.43840383747856,7065600
2020-01-23,55.68031692504883,56.2519379705962,55.52617243787187,55.52617243787187,10212400
2020-01-24,56.4596061706543,56.53667514942855,54.84323526434778,55.027348847075686,10310400
2020-01-27,57.10615921020508,57.324534406582266,56.15346605528249,56.22411262656141,8678800
2020-01-28,56.90705108642578,57.589996173391185,56.45746244900733,57.10615247913776,8262800
2020-01-29,56.89634704589844,57.121138089198716,56.5452376269902,57.10829326006635,6008400
2020-01-30,57.789093017578125,57.857603125855704,56.737914319229105,56.919891435942375,6328800
2020-01-31,57.418724060058594,57.94538164439979,57.10401268564468,57.68847199992504,7536800
2020-02-03,57.12113952636719,57.69276057107484,56.99268469832777,57.523628271931535,11041200
2020-02-04,56.63515090942383,57.22817555877517,56.50241666926802,57.005520992410254,10482800
2020-02-05,57.09972381591797,57.303111151905235,56.13632249836775,56.58163165500829,8666800
2020-02-06,57.44655990600586,57.87473836373134,57.024803863806866,57.10830179913602,7874400
2020-02-07,57.70560836791992,58.157333471798225,57.63067583658668,57.69918595286189,6410000
2020-02-10,58.17660903930664,58.19159685441419,57.66065317755472,57.87046298860484,7666800
2020-02-11,58.264373779296875,58.65829711858665,58.22155985989718,58.3949715871529,7850800
2020-02-12,57.85974884033203,58.2900636862729,57.82977321648895,58.11022954366594,5836400
2020-02-13,58.97515869140625,59.06079307415655,57.859755665731846,57.859755665731846,7500400
2020-02-14,59.628116607666016,59.74800602688539,58.99013502685219,59.02224709744964,7354800
2020-02-18,60.381717681884766,60.66217400138019,59.59600747067944,59.94497389981072,9789600
2020-02-19,58.80387878417969,59.32839336257201,58.77818259408717,58.878804771461894,21134800
2020-02-20,59.309139251708984,59.33269246447118,58.51272705307565,59.07578277453082,10731600
2020-02-21,59.42902374267578,59.67951099615532,59.10361049157231,59.41617891259829,11030800
2020-02-24,58.6475944519043,59.64738733126207,58.64545146924495,58.83170802306411,9091600
2020-02-25,57.874732971191406,59.067211432882765,57.76126595180595,58.64759841278541,10285600
2020-02-26,57.690608978271484,58.51056762573384,57.375897636611946,57.574998996941886,9551600
2020-02-27,55.060791015625,58.3061143275893,55.009140079582565,57.684168623185684,14604000
2020-02-28,54.395790100097656,54.64328043869138,52.31258523696399,53.40368442272859,27468400
2020-03-02,57.75088119506836,57.8692425849251,54.3032592742904,54.58733120727056,19305600
2020-03-03,57.06221389770508,59.0313593659404,56.575849868947934,57.910131179410826,15636000
2020-03-04,60.73579406738281,60.811117923004325,57.93379786557728,57.93379786557728,14713200
2020-03-05,59.431644439697266,60.227907451302734,58.63107307913713,59.6231755076318,12412000
2020-03-06,58.49764633178711,58.73222148651741,56.31974963804399,57.79606847449481,14556400
2020-03-09,56.22936248779297,57.31400910727405,54.76165042486217,54.76165042486217,15564400
2020-03-10,55.03497314453125,57.529228756405814,52.14689098300627,57.16552781975042,23743600
2020-03-11,51.92090606689453,53.63395742349165,51.33984708023103,53.629652358520126,19631200
2020-03-12,44.954654693603516,49.85492604422464,44.34346672350437,46.51275679459434,31668400
2020-03-13,47.681331634521484,47.77387248647875,42.2581080160057,47.356369774799,31586400
2020-03-16,43.336280822753906,47.48763031695025,42.33987353557912,42.61103347552744,20240400
2020-03-17,47.724361419677734,48.95319633522416,43.90228161425277,44.216485662835595,21538000
2020-03-18,45.33125686645508,49.065104120499846,42.98980083967873,44.9912290034635,22198000
2020-03-19,44.569435119628906,47.696397064567094,43.157672410640195,45.19568589470532,17441200
2020-03-20,41.2659912109375,45.172001581789615,40.21362786368993,44.278892785660446,22482400
2020-03-23,39.09455871582031,40.58164193969462,37.61823651365418,40.17274610140324,23661600
2020-03-24,44.44675827026367,44.86641180001018,40.134005921495735,40.42668794702706,17900800
2020-03-25,45.251644134521484,47.39941227049137,41.9804935244877,44.263840039187286,17794400
2020-03-26,49.73440933227539,50.3950940488328,45.32265959456677,45.38721915880802,14655200
2020-03-27,49.917327880859375,51.718615045338396,48.07515409162227,48.52493651818363,16184400
2020-03-30,52.943153381347656,53.420913910427295,50.43598933303418,51.07085029150208,16373600
2020-03-31,51.78316879272461,53.34987735082079,51.4689680384713,52.10382878574399,18899200
2020-04-01,46.964698791503906,49.925954011512964,45.847772126243214,49.70429070503658,13691200
2020-04-02,48.73369598388672,49.39868580129221,46.08449445300742,46.269572875863,9234400
2020-04-03,47.698543548583984,49.18993177349558,46.8161923474626,48.19782603681725,8755600
2020-04-06,50.468265533447266,51.01273976987104,49.07157218079628,49.667694070444135,13267600
2020-04-07,49.1727180480957,51.86280934672621,49.10169924375552,51.725076803588436,10507200
2020-04-08,50.25090408325195,50.829812240283296,48.215041599288526,49.41805289080466,18290800
2020-04-09,52.786048889160156,53.98905696748141,50.65549782742263,50.75449135138378,19587600
