Price,Close,High,Low,Open,Volume
Ticker,QCOM,QCOM,QCOM,QCOM,QCOM
Date,,,,,
2020-01-02,77.15103149414062,78.1253101747225,76.62039472556268,77.46419439483502,8413900
2020-01-03,75.69828796386719,76.23762545248677,75.19375372129845,75.90706761952454,8340300
2020-01-06,75.25465393066406,75.28945054354796,74.41085431936149,74.73271801095612,8381400
2020-01-07,77.39459228515625,77.84693495827752,75.60260994314993,75.7156939522365,8377400
2020-01-08,77.16841125488281,77.82953354107939,76.4811931715741,77.33369348562556,7619900
2020-01-09,78.21231079101562,78.91692405107933,77.27282201974653,77.99483690711683,9155500
2020-01-10,78.51676940917969,80.3696444283536,78.17751069632779,78.7342432834066,9668300
2020-01-13,79.1343994140625,80.6654174436233,78.76904487511005,79.20399265103717,10367800
2020-01-14,78.77772521972656,79.69111804350322,78.54285638214768,79.27356533174884,7800100
2020-01-15,78.0035171508789,79.31706103329765,77.63816268401544,78.94300575433502,7259100
2020-01-16,79.84770202636719,80.23045813794641,78.13400697360166,78.4819664716941,9295500
2020-01-17,83.43168640136719,83.65785446864028,80.85678970167211,80.90028713441194,23694400
2020-01-21,82.23992919921875,83.26640625245489,81.26564375718519,82.92714750608484,10868500
2020-01-22,80.87419891357422,82.97934477477688,80.64802418831484,82.8662607305357,8342300
2020-01-23,80.03040313720703,80.85680138445636,79.5606586702058,80.76981314318445,11282000
2020-01-24,77.98614501953125,81.11776797875513,77.27283086417037,80.62192773218449,9471700
2020-01-27,75.72440338134766,76.74217948927009,75.20246078949188,75.94187724902898,9240200
2020-01-28,77.55117797851562,77.89043666119056,76.02016018184452,76.68128255898493,9187000
2020-01-29,76.75088500976562,77.43809663342586,75.98537270103843,77.12494035059109,8158500
2020-01-30,76.35941314697266,76.42900636815028,74.97628271913538,75.95056126852269,8379400
2020-01-31,74.2107925415039,75.82879891088712,73.97592364642813,75.72441568497646,9503600
2020-02-03,75.22856903076172,75.31555725718836,74.0803071863118,74.41956591511908,7792700
2020-02-04,77.35980224609375,77.37719723482527,76.00276747466603,76.76827307758862,9236400
2020-02-05,79.08220672607422,79.28227898367703,77.65557193465769,79.15179332532338,14220900
2020-02-06,78.82122802734375,78.96910866246581,74.97629169351616,76.60299195341018,21059000
